misspelling,correct,predicted,top1,top5,rr,edit_dist
vacencies,vacancies,vacancies,1,1,1.0,1
vacency,vacancies,vacancy,0,0,0.0,4
vacentces,vacancies,vacancies,1,1,1.0,3
vacentcy,vacancies,vacancy,0,0,0.0,5
vaciancies,vacancies,vacancies,1,1,1.0,1
vaciancys,vacancies,vacancy,0,1,0.5,3
vaciencies,vacancies,vacancies,1,1,1.0,2
vaciencys,vacancies,vacancy,0,1,0.5,4
vacienties,vacancies,varieties,0,0,0.0,3
vacincies-,vacancies,vacancies,1,1,1.0,2
vacincy,vacancies,vacancy,0,1,0.25,4
vacincys,vacancies,vacancy,0,1,0.5,3
vacinices,vacancies,vacancies,1,1,1.0,2
vacinsas,vacancies,vaginas,0,1,0.5,4
vacintyes,vacancies,vacant,0,0,0.0,3
vaciouney,vacancies,vacancy,0,1,0.5,5
vackancey,vacancies,vacancy,0,1,0.5,3
vaconcies,vacancies,vacancies,1,1,1.0,1
vaconconcys,vacancies,vacancy,0,1,0.5,5
vaconices,vacancies,vacancies,1,1,1.0,2
vacontcies,vacancies,vacancies,1,1,1.0,2
vacpmsy,vacancies,vacuums,0,0,0.0,6
vacunceys,vacancies,vacancies,1,1,1.0,3
vagancies,vacancies,vacancies,1,1,1.0,1
vainees,vacancies,vines,0,0,0.0,4
vancancies,vacancies,vacancies,1,1,1.0,1
vancencies,vacancies,vacancies,1,1,1.0,2
vancies,vacancies,fancies,0,1,0.5,2
vancious,vacancies,various,0,0,0.0,4
vancous,vacancies,various,0,0,0.0,4
vancy,vacancies,fancy,0,0,0.0,4
vanencies,vacancies,agencies,0,1,0.5,2
vankencys,vacancies,vengeance,0,0,0.0,5
vencomies,vacancies,economies,0,0,0.0,5
facountcy,vacancy,faciunt,0,0,0.0,4
vaansy,vacancy,vacancy,1,1,1.0,2
vacance,vacancy,vacancy,1,1,1.0,1
vacances,vacancy,vacancies,0,1,0.5,2
vacancey,vacancy,vacancy,1,1,1.0,1
vacancie,vacancy,vacancie,0,0,0.0,2
vacancies,vacancy,vacancies,0,0,0.0,3
vacancity,vacancy,vacancy,1,1,1.0,2
vacanes,vacancy,vacancies,0,1,0.5,2
vacaney,vacancy,vacancy,1,1,1.0,1
vacanies,vacancy,vacancies,0,1,0.5,3
vacanse,vacancy,vacancy,1,1,1.0,2
vacansey,vacancy,vacancy,1,1,1.0,2
vacansie,vacancy,vacancies,0,1,0.3333333333333333,3
vacansy,vacancy,vacancy,1,1,1.0,1
vacant,vacancy,vacant,0,0,0.0,2
vacantcies,vacancy,vacancies,0,0,0.0,4
vacantcy,vacancy,vacancy,1,1,1.0,1
vacantency,vacancy,vacant,0,0,0.0,3
vacantes,vacancy,vacant,0,0,0.0,3
vacanticy,vacancy,vacancy,1,1,1.0,2
vacantise,vacancy,vacant,0,0,0.0,4
vacantsey,vacancy,vacant,0,0,0.0,3
vacantsy,vacancy,vacant,0,1,0.3333333333333333,2
vacany,vacancy,vacant,0,1,0.5,1
vacanze,vacancy,vacancy,1,1,1.0,2
vacatcy,vacancy,vacancy,1,1,1.0,1
vacatence,vacancy,vacation,0,0,0.0,3
vaccance,vacancy,vacancy,1,1,1.0,2
vaccancy,vacancy,vacancy,1,1,1.0,1
vacency,vacancy,vacancy,1,1,1.0,1
vacentisy,vacancy,vacant,0,0,0.0,4
vacentscy,vacancy,vacant,0,0,0.0,3
vaciency,vacancy,vacancy,1,1,1.0,2
vacincy,vacancy,vacancy,1,1,1.0,1
vackency,vacancy,vacancy,1,1,1.0,2
vaconcy,vacancy,vacancy,1,1,1.0,1
vacuncy,vacancy,vacancy,1,1,1.0,1
vacuntcy,vacancy,vacancy,1,1,1.0,2
vagrancy,vacancy,vagrancy,0,0,0.0,2
vakensy,vacancy,vacancy,1,1,1.0,3
vancancey,vacancy,vacancy,1,1,1.0,2
vancancy,vacancy,vacancy,1,1,1.0,1
vancay,vacancy,vanity,0,1,0.3333333333333333,3
vancey,vacancy,valley,0,0,0.0,3
vanciety,vacancy,variety,0,0,0.0,4
vancy,vacancy,fancy,0,0,0.0,2
vankies,vacancy,vanities,0,0,0.0,5
vavancy,vacancy,vacancy,1,1,1.0,1
vacent,vacant,cent,0,1,0.3333333333333333,1
vacashon,vacation,vacation,1,1,1.0,2
vaction,vacation,action,0,1,0.5,1
vakation,vacation,vacation,1,1,1.0,1
vacinnation,vaccination,vaccination,1,1,1.0,2
vaccilate,vacillate,vacillate,1,1,1.0,2
aros,vagabond,are,0,0,0.0,4
bagcle,vagabond,battle,0,0,0.0,6
boafay,vagabond,bombay,0,0,0.0,7
bonong,vagabond,belong,0,0,0.0,6
fagabond,vagabond,vagabond,1,1,1.0,1
gad,vagabond,gad,0,0,0.0,5
stnveah,vagabond,stengah,0,0,0.0,8
vabone,vagabond,alone,0,0,0.0,3
vabong,vagabond,among,0,0,0.0,3
vacabong,vagabond,vacabond,0,1,0.5,2
vad,vagabond,had,0,0,0.0,5
vadgne,vagabond,vane,0,0,0.0,5
vag,vagabond,vag,0,0,0.0,5
vaga,vagabond,vs,0,0,0.0,4
vaga_board,vagabond,vagiform,0,0,0.0,3
vagaband,vagabond,vagabond,1,1,1.0,1
vagabong,vagabond,vagabond,1,1,1.0,1
vagabord,vagabond,vagabond,1,1,1.0,1
vagabound,vagabond,vagabond,1,1,1.0,1
vagabout,vagabond,vagabond,1,1,1.0,2
vagach,vagabond,attach,0,0,0.0,4
vagacy,vagabond,agency,0,0,0.0,4
vagadone,vagabond,vagabond,1,1,1.0,2
vagalal,vagabond,vagal,0,0,0.0,4
vagalond,vagabond,vagabond,1,1,1.0,1
vagand,vagabond,again,0,1,0.5,2
vagang,vagabond,again,0,0,0.0,3
vaganong,vagabond,vagabond,1,1,1.0,2
vagband,vagabond,vagabond,1,1,1.0,2
vagbond,vagabond,vagabond,1,1,1.0,1
vagbonley,vagabond,vagabond,1,1,1.0,4
vagebond,vagabond,vagabond,1,1,1.0,1
vagegaboud,vagabond,vasohypertonic,0,0,0.0,3
vagenbond,vagabond,vagabond,1,1,1.0,2
vager,vagabond,eager,0,0,0.0,5
vagetbone,vagabond,tagetone,0,0,0.0,3
vaglah,vagabond,salah,0,0,0.0,5
vagletrre,vagabond,angleterre,0,0,0.0,6
vagobond,vagabond,vagabond,1,1,1.0,1
vagol,vagabond,ago,0,0,0.0,4
vagonbond,vagabond,vagabond,1,1,1.0,2
vagopond,vagabond,vagabond,1,1,1.0,2
valgbond,vagabond,vagabond,1,1,1.0,2
van,vagabond,van,0,0,0.0,5
vanadame,vagabond,vanadate,0,0,0.0,5
vanauanad,vagabond,vamand,0,0,0.0,4
vandand,vagabond,vandals,0,0,0.0,4
vaon,vagabond,and,0,0,0.0,4
vaot,vagabond,not,0,0,0.0,4
vargaboard,vagabond,vergeboard,0,0,0.0,3
vargonede,vagabond,sargonide,0,0,0.0,5
vargorbrard,vagabond,varigrad,0,0,0.0,6
vaya,vagabond,may,0,0,0.0,4
veaneys,vagabond,meanes,0,0,0.0,6
vereneuee,vagabond,verine,0,0,0.0,8
vguobad,vagabond,vespoid,0,0,0.0,4
vogabond,vagabond,vagabond,1,1,1.0,1
von,vagabond,von,0,0,0.0,5
yonabond,vagabond,coabound,0,0,0.0,3
virginas,vaginas,virgin,0,1,0.2,2
vage,vague,vage,0,0,0.0,1
vaig,vague,said,0,0,0.0,3
vane,vain,vane,0,0,0.0,2
valintine,valentine,valentine,1,1,1.0,1
fal,valley,fal,0,0,0.0,4
vailey,valley,valley,1,1,1.0,1
vale,valley,vale,0,0,0.0,2
valelle,valley,valley,1,1,1.0,3
valey,valley,valley,1,1,1.0,1
vallay,valley,valley,1,1,1.0,1
vallaye,valley,valley,1,1,1.0,2
vallery,valley,valley,1,1,1.0,1
vallie,valley,value,0,1,0.5,2
valliy,valley,valley,1,1,1.0,1
vally,valley,all,0,1,0.5,1
valy,valley,all,0,0,0.0,2
vary,valley,vary,0,0,0.0,3
vaty,valley,at,0,0,0.0,3
velei,valley,level,0,0,0.0,3
vialla,valley,villa,0,0,0.0,3
vieavel,valley,viertel,0,0,0.0,5
villge,valley,village,0,0,0.0,3
villy,valley,will,0,0,0.0,2
vleay,valley,very,0,0,0.0,3
vlet,valley,let,0,0,0.0,3
valubale,valuable,valuable,1,1,1.0,1
valuble,valuable,valuable,1,1,1.0,1
valueable,valuable,valuable,1,1,1.0,1
vaule,value,value,1,1,1.0,1
anthe,van,the,0,0,0.0,4
can,van,can,0,0,0.0,1
fan,van,fan,0,0,0.0,1
fane,van,and,0,0,0.0,2
farn,van,for,0,0,0.0,2
fune,van,one,0,0,0.0,3
vam,van,a,0,0,0.0,1
vand,van,and,0,0,0.0,1
vane,van,vane,0,0,0.0,1
vanr,van,and,0,0,0.0,1
vant,van,vant,0,0,0.0,1
veam,van,very,0,0,0.0,2
vend,van,vend,0,0,0.0,2
vene,van,one,0,0,0.0,2
vetfei,van,vetoed,0,0,0.0,5
vin,van,in,0,0,0.0,1
von,van,von,0,0,0.0,1
vuin,van,in,0,0,0.0,2
vun,van,in,0,0,0.0,1
vanderlisium,vandalism,vanderbilt,0,0,0.0,4
vanderlism,vandalism,vandalism,1,1,1.0,2
vandolism,vandalism,vandalism,1,1,1.0,1
vandles,vandals,candles,0,1,0.25,2
vaiable,variable,variable,1,1,1.0,1
varable,variable,variable,1,1,1.0,1
varible,variable,variable,1,1,1.0,1
vairiant,variant,variant,1,1,1.0,1
verations,variations,operations,0,1,0.25,2
vqried,varied,cried,0,1,0.5,1
variatry,variety,variety,1,1,1.0,2
varity,variety,varity,0,0,0.0,1
besthe,various,best,0,0,0.0,7
ferehrs,various,ferrars,0,0,0.0,5
thereus,various,there,0,0,0.0,5
vaires,various,aires,0,0,0.0,3
vairi,various,air,0,0,0.0,4
vairious,various,various,1,1,1.0,1
vairous,various,various,1,1,1.0,1
vairouse,various,various,1,1,1.0,2
vareious,various,various,1,1,1.0,1
vareous,various,various,1,1,1.0,1
varies,various,varies,0,0,0.0,2
varios,various,various,1,1,1.0,1
varisous,various,various,1,1,1.0,1
varius,various,various,1,1,1.0,1
varsus,various,versus,0,1,0.5,2
varus,various,varus,0,0,0.0,2
vearious,various,various,1,1,1.0,1
veis,various,his,0,0,0.0,4
veludus,various,eludes,0,0,0.0,4
veraers,various,traders,0,0,0.0,4
vereas,various,very,0,0,0.0,4
vereouse,various,very,0,1,0.5,3
veres,various,very,0,0,0.0,4
veresly,various,merely,0,0,0.0,5
vereus,various,very,0,1,0.3333333333333333,3
veries,various,series,0,0,0.0,3
verious,various,various,1,1,1.0,1
verius,various,very,0,1,0.3333333333333333,2
veriusse,various,very,0,1,0.3333333333333333,4
veroes,various,very,0,0,0.0,3
verreas,various,very,0,0,0.0,4
verress,various,very,0,0,0.0,4
verrest,various,arrest,0,0,0.0,5
verreus,various,very,0,1,0.3333333333333333,3
verst,various,verst,0,0,0.0,5
verus,various,very,0,0,0.0,3
veryass,various,versus,0,0,0.0,4
veryius,various,versus,0,1,0.5,3
vreus,various,revs,0,0,0.0,3
vanish,varnish,vanish,0,0,0.0,1
varie,vary,are,0,0,0.0,2
vaste,vast,vast,1,1,1.0,1
vectore,vector,vector,1,1,1.0,1
vegatable,vegetable,vegetable,1,1,1.0,1
vegdaballs,vegetables,vegetables,1,1,1.0,4
vehicules,vehicles,vehicles,1,1,1.0,1
w,vehicles,w,0,0,0.0,7
velvit,velvet,velvet,1,1,1.0,1
vengance,vengeance,vengeance,1,1,1.0,1
dentilated,ventilated,dentilated,0,0,0.0,1
vedulated,ventilated,educated,0,0,0.0,3
venlatated,ventilated,ventilated,1,1,1.0,3
ventalated,ventilated,ventilated,1,1,1.0,1
ventallated,ventilated,ventilated,1,1,1.0,2
venteariated,ventilated,ventured,0,0,0.0,4
vented,ventilated,vented,0,0,0.0,4
ventelaind,ventilated,ventilated,1,1,1.0,3
ventelated,ventilated,ventilated,1,1,1.0,1
ventenlited,ventilated,ventana,0,0,0.0,3
venterelated,ventilated,ventured,0,0,0.0,3
venterlated,ventilated,ventilated,1,1,1.0,2
ventialed,ventilated,ventilated,1,1,1.0,2
ventilate,ventilated,ventilate,0,0,0.0,1
ventilented,ventilated,ventilated,1,1,1.0,2
ventillated,ventilated,ventilated,1,1,1.0,1
ventilt,ventilated,ventil,0,1,0.5,3
ventlated,ventilated,ventilated,1,1,1.0,1
ventolated,ventilated,ventilated,1,1,1.0,1
ventorlated,ventilated,ventilated,1,1,1.0,2
ventulated,ventilated,ventilated,1,1,1.0,1
venturlated,ventilated,ventilated,1,1,1.0,2
ventylated,ventilated,ventilated,1,1,1.0,1
vetlettd,ventilated,vestlet,0,0,0.0,4
vimleated,ventilated,violated,0,0,0.0,5
vintilated,ventilated,ventilated,1,1,1.0,1
wellvented,ventilated,wellbeing,0,0,0.0,6
vanture,venture,venture,1,1,1.0,1
varooka,verruca,various,0,0,0.0,4
versitile,versatile,versatile,1,1,1.0,1
versility,versatility,versatility,1,1,1.0,2
verce,verse,very,0,0,0.0,1
verticle,vertical,article,0,1,0.5,2
an,very,an,0,0,0.0,4
fere,very,were,0,0,0.0,2
ferod,very,from,0,0,0.0,3
fery,very,very,1,1,1.0,1
lerey,very,were,0,1,0.5,2
vehr,very,her,0,1,0.5,2
ver,very,ver,0,0,0.0,1
vere,very,vere,0,0,0.0,1
verey,very,very,1,1,1.0,1
veri,very,veri,0,0,0.0,1
verry,very,very,1,1,1.0,1
veye,very,very,1,1,1.0,2
wint,very,wint,0,0,0.0,4
vessal,vessel,vessel,1,1,1.0,1
vessle,vessel,vessel,1,1,1.0,1
vise,vice,vise,0,0,0.0,1
visinity,vicinity,vicinity,1,1,1.0,1
victom,victim,victim,1,1,1.0,1
vituals,victuals,victuals,1,1,1.0,1
ve,view,ve,0,0,0.0,2
veiw,view,very,0,1,0.3333333333333333,1
vew,view,new,0,0,0.0,1
feade,viewed,made,0,0,0.0,4
feiwed,viewed,feed,0,0,0.0,2
fewed,viewed,feed,0,0,0.0,2
ford,viewed,ford,0,0,0.0,5
foued,viewed,found,0,0,0.0,4
fued,viewed,fed,0,0,0.0,4
fuid,viewed,said,0,0,0.0,5
fused,viewed,fused,0,0,0.0,4
moved,viewed,moved,0,0,0.0,4
new,viewed,new,0,0,0.0,4
renewed,viewed,renewed,0,0,0.0,3
revead,viewed,read,0,0,0.0,4
reveiwed,viewed,reviewed,0,0,0.0,3
revewed,viewed,renewed,0,0,0.0,3
reviewed,viewed,reviewed,0,0,0.0,2
thewd,viewed,the,0,0,0.0,3
vard,viewed,and,0,0,0.0,4
veay,viewed,very,0,0,0.0,4
veid,viewed,said,0,0,0.0,3
veided,viewed,ended,0,0,0.0,2
veied,viewed,cried,0,0,0.0,2
veiued,viewed,veiled,0,1,0.2,2
veived,viewed,lived,0,0,0.0,2
veiwd,viewed,view,0,0,0.0,2
veiwed,viewed,viewed,1,1,1.0,1
verday_at,viewed,verdict,0,0,0.0,8
veuwed,viewed,viewed,1,1,1.0,2
vewd,viewed,very,0,0,0.0,2
vewed,viewed,viewed,1,1,1.0,1
veyed,viewed,eyes,0,0,0.0,2
vieded,viewed,viewed,1,1,1.0,1
vieved,viewed,viewed,1,1,1.0,1
viod,viewed,god,0,0,0.0,3
viwed,viewed,viewed,1,1,1.0,1
voad,viewed,had,0,0,0.0,4
vod,viewed,vod,0,0,0.0,4
voed,viewed,lord,0,0,0.0,3
voghed,viewed,voted,0,0,0.0,3
vold,viewed,told,0,0,0.0,4
vould,viewed,would,0,0,0.0,4
vouwed,viewed,vowed,0,0,0.0,2
voved,viewed,moved,0,0,0.0,3
vowed,viewed,vowed,0,0,0.0,2
vued,viewed,used,0,0,0.0,3
vurd,viewed,lord,0,0,0.0,4
you'd,viewed,you,0,0,0.0,5
vigourous,vigorous,vigorous,1,1,1.0,1
villify,vilify,vilify,1,1,1.0,1
villiage,village,village,1,1,1.0,1
villige,village,village,1,1,1.0,1
villian,villain,billion,0,1,0.5,1
vin,vine,in,0,0,0.0,1
vinigar,vinegar,vinegar,1,1,1.0,1
valience,violence,patience,0,1,0.25,3
vialance,violence,balance,0,1,0.5,2
vialounce,violence,violence,1,1,1.0,3
vialuse,violence,value,0,0,0.0,4
vilalest,violence,villages,0,0,0.0,5
vilance,violence,balance,0,1,0.25,2
vilelence,violence,violence,1,1,1.0,2
vilence,violence,silence,0,1,0.5,1
vilents,violence,silent,0,0,0.0,3
vilets,violence,violets,0,0,0.0,4
viliance,violence,alliance,0,1,0.25,3
villi,violence,will,0,0,0.0,5
villonents,violence,voluminousness,0,0,0.0,5
viloant,violence,violent,0,0,0.0,4
viloence,violence,violence,1,1,1.0,1
vilounce,violence,violence,1,1,1.0,2
vine,violence,vine,0,0,0.0,4
violance,violence,violence,1,1,1.0,1
violent,violence,violent,0,0,0.0,2
violents,violence,violent,0,1,0.5,2
violets,violence,violets,0,0,0.0,3
violience,violence,violence,1,1,1.0,1
violin,violence,violin,0,0,0.0,3
violince,violence,violence,1,1,1.0,1
violonce,violence,violence,1,1,1.0,1
voilance,violence,violence,1,1,1.0,2
voilence,violence,violence,1,1,1.0,1
volience,violence,violence,1,1,1.0,2
volince,violence,voice,0,1,0.3333333333333333,2
filent,violent,silent,0,1,0.2,2
vilet,violet,let,0,1,0.5,1
voilet,violet,voice,0,1,0.5,1
vioiln,violin,vioiln,0,0,0.0,1
voilion,violin,billion,0,0,0.0,2
volin,violin,violin,1,1,1.0,1
voilins,violins,violins,1,1,1.0,1
vertually,virtually,virtually,1,1,1.0,1
fertue,virtue,vertue,0,1,0.5,2
fertued,virtue,feared,0,0,0.0,3
ferture,virtue,future,0,0,0.0,3
furtue,virtue,further,0,1,0.3333333333333333,2
verchew,virtue,very,0,0,0.0,4
verchu,virtue,very,0,0,0.0,4
verchude,virtue,overrude,0,0,0.0,4
verchue,virtue,very,0,0,0.0,3
vergue,virtue,very,0,0,0.0,2
verters,virtue,reuters,0,0,0.0,4
verterue,virtue,vertue,0,0,0.0,3
vertie,virtue,vertue,0,1,0.25,2
vertieu,virtue,vertue,0,1,0.2,3
vertive,virtue,vertue,0,0,0.0,3
verto,virtue,very,0,0,0.0,3
vertu,virtue,vertu,0,0,0.0,2
vertue,virtue,vertue,0,0,0.0,1
verture,virtue,venture,0,0,0.0,2
verue,virtue,very,0,0,0.0,2
victure,virtue,picture,0,0,0.0,2
virchu,virtue,very,0,1,0.5,3
virercut,virtue,overcut,0,0,0.0,4
viricheu,virtue,very,0,0,0.0,4
virteau,virtue,virtue,1,1,1.0,3
virtiou,virtue,virtue,1,1,1.0,3
virtou,virtue,virtue,1,1,1.0,2
virtrue,virtue,virtue,1,1,1.0,1
virtu,virtue,virtu,0,0,0.0,1
virtuals,virtue,victuals,0,0,0.0,3
virtues,virtue,virtues,0,0,0.0,1
virtuge,virtue,virtue,1,1,1.0,1
virture,virtue,virtue,1,1,1.0,1
vurtue,virtue,virtue,1,1,1.0,1
vurtued,virtue,virtue,1,1,1.0,2
virtues,virtues,virtues,1,1,1.0,0
firtues,virtues,virtues,1,1,1.0,1
varuse,virtues,cause,0,0,0.0,3
verchews,virtues,versus,0,0,0.0,4
verchoose,virtues,rechoose,0,0,0.0,6
verchues,virtues,versus,0,0,0.0,3
verchuse,virtues,versus,0,0,0.0,4
verchuses,virtues,verses,0,0,0.0,4
vercuded,virtues,excluded,0,0,0.0,4
vergues,virtues,versus,0,0,0.0,2
verguse,virtues,versus,0,0,0.0,3
verjuous,virtues,versus,0,0,0.0,4
vertchuse,virtues,vertues,0,1,0.2,4
verteous,virtues,vertuous,0,0,0.0,4
vertious,virtues,various,0,0,0.0,4
vertrue,virtues,vertue,0,0,0.0,3
vertuals,virtues,victuals,0,0,0.0,3
vertucherys,virtues,vertues,0,1,0.25,4
vertue,virtues,vertue,0,0,0.0,2
vertue's,virtues,vertue,0,1,0.3333333333333333,2
vertues,virtues,vertues,0,0,0.0,1
vertuies,virtues,vertues,0,1,0.3333333333333333,2
vertures,virtues,ventures,0,0,0.0,2
verturs,virtues,venture,0,0,0.0,2
vertuse,virtues,vertue,0,0,0.0,2
vertutres,virtues,ventures,0,0,0.0,3
veruse,virtues,very,0,0,0.0,3
verusete,virtues,versette,0,0,0.0,5
vetucus,virtues,vertuous,0,0,0.0,4
vetutuse,virtues,petuntse,0,0,0.0,4
viotuls,virtues,victuals,0,1,0.5,2
virgues,virtues,virtues,1,1,1.0,1
virteous,virtues,virtuous,0,1,0.5,3
virtue,virtues,virtue,0,0,0.0,1
virtue's,virtues,virtues,1,1,1.0,1
virtueous,virtues,virtuous,0,1,0.5,2
virtuies,virtues,virtues,1,1,1.0,1
virtuious,virtues,virtuous,0,1,0.5,3
virtures,virtues,virtues,1,1,1.0,1
virturius,virtues,virtuous,0,0,0.0,3
virturs,virtues,virtues,1,1,1.0,1
virtus,virtues,virtue,0,1,0.5,1
virtuse,virtues,virtue,0,1,0.5,1
viruch,virtues,very,0,0,0.0,3
vitures,virtues,figures,0,0,0.0,2
vurage,virtues,average,0,0,0.0,4
vurlus,virtues,surplus,0,0,0.0,3
vurtues,virtues,virtues,1,1,1.0,1
vurtuges,virtues,virtues,1,1,1.0,2
vurtutes,virtues,virtues,1,1,1.0,2
phisical,visible,physical,0,0,0.0,5
usuable,visible,usable,0,0,0.0,4
vesiable,visible,desirable,0,1,0.5,2
vesible,visible,visible,1,1,1.0,1
vessiable,visible,visible,1,1,1.0,3
visable,visible,visible,1,1,1.0,1
visiable,visible,visible,1,1,1.0,1
visibabe,visible,visible,1,1,1.0,2
visibal,visible,visible,1,1,1.0,2
visibale,visible,visible,1,1,1.0,1
visior,visible,vision,0,0,0.0,3
visitable,visible,visitable,0,0,0.0,2
vissable,visible,visible,1,1,1.0,2
vissible,visible,visible,1,1,1.0,1
visuable,visible,visible,1,1,1.0,2
visuble,visible,visible,1,1,1.0,1
visably,visibly,visibly,1,1,1.0,1
visite,visit,visite,0,0,0.0,1
vist,visit,vist,0,0,0.0,1
viste,visit,visit,1,1,1.0,2
fied,visited,field,0,0,0.0,4
fisated,visited,fitted,0,1,0.3333333333333333,2
fisited,visited,visited,1,1,1.0,1
fisiten,visited,listen,0,1,0.5,2
fisitied,visited,visited,1,1,1.0,2
thisited,visited,visited,1,1,1.0,2
vesertid,visited,deserted,0,0,0.0,4
veseted,visited,vested,0,1,0.5,2
vested,visited,vested,0,0,0.0,2
vicitet,visited,visited,1,1,1.0,2
vieset,visited,visit,0,0,0.0,4
vietied,visited,viewed,0,1,0.5,2
vinted,visited,united,0,0,0.0,2
visde,visited,side,0,0,0.0,3
visead,visited,visit,0,0,0.0,3
vised,visited,used,0,0,0.0,2
viset,visited,visit,0,0,0.0,3
viseted,visited,visited,1,1,1.0,1
visetered,visited,bistered,0,0,0.0,3
visetet,visited,visited,1,1,1.0,2
visied,visited,visited,1,1,1.0,1
visit,visited,visit,0,0,0.0,2
visitd,visited,visit,0,1,0.5,1
visiteted,visited,visited,1,1,1.0,2
visitid,visited,visited,1,1,1.0,1
visitied,visited,visited,1,1,1.0,1
visitor,visited,visitor,0,0,0.0,2
visitored,visited,visitor,0,1,0.3333333333333333,2
visorted,visited,visited,1,1,1.0,2
vissed,visited,missed,0,1,0.2,2
vissited,visited,visited,1,1,1.0,1
vist,visited,vist,0,0,0.0,3
vistd,visited,visit,0,1,0.25,2
viste,visited,visit,0,0,0.0,2
visted,visited,visted,0,0,0.0,1
visteol,visited,pistol,0,1,0.5,3
visterd,visited,sister,0,1,0.3333333333333333,2
vistered,visited,bistered,0,1,0.3333333333333333,3
visteted,visited,visited,1,1,1.0,2
visthed,visited,visited,1,1,1.0,2
vistid,visited,visit,0,1,0.5,2
vistied,visited,visited,1,1,1.0,1
vistit,visited,visit,0,1,0.2,3
vistited,visited,visited,1,1,1.0,1
vistiten,visited,visited,1,1,1.0,2
vistored,visited,stored,0,1,0.3333333333333333,3
vited,visited,united,0,1,0.25,2
viteted,visited,visited,1,1,1.0,2
vitoin,visited,within,0,0,0.0,5
vitter,visited,bitter,0,0,0.0,3
vizet,visited,visit,0,0,0.0,4
weted,visited,were,0,0,0.0,4
wist,visited,wist,0,0,0.0,4
visting,visiting,visiting,1,1,1.0,1
vistor,visitor,victor,0,1,0.5,1
vistors,visitors,visitors,1,1,1.0,1
vitamines,vitamins,vitamins,1,1,1.0,1
virde,vivid,side,0,0,0.0,3
vived,vivid,lived,0,0,0.0,1
vidally,vividly,finally,0,0,0.0,3
vididly,vividly,vividly,1,1,1.0,1
vivadly,vividly,vividly,1,1,1.0,1
vivedly,vividly,vividly,1,1,1.0,1
voise,voice,voice,1,1,1.0,1
vose,voice,rose,0,0,0.0,2
valume,volume,value,0,1,0.5,1
volum,volume,volum,0,0,0.0,1
volantary,voluntary,voluntary,1,1,1.0,1
volantry,voluntary,voluntary,1,1,1.0,2
volenteer,volunteer,volunteer,1,1,1.0,1
voat,vote,that,0,0,0.0,2
voet,vote,voet,0,0,0.0,1
vot,vote,vot,0,0,0.0,1
voteing,voting,voting,1,1,1.0,1
valchure,voucher,hachure,0,0,0.0,4
bockers,voucher,workers,0,0,0.0,4
boucher,voucher,boucher,0,0,0.0,1
bunchur,voucher,bunch,0,0,0.0,4
fauture,voucher,future,0,0,0.0,5
filture,voucher,future,0,0,0.0,6
foucher,voucher,voucher,1,1,1.0,1
foulture,voucher,future,0,0,0.0,5
overur,voucher,over,0,0,0.0,5
valchar,voucher,volcker,0,0,0.0,3
valchor,voucher,anchor,0,0,0.0,3
valture,voucher,value,0,0,0.0,5
vaucher,voucher,voucher,1,1,1.0,1
viotuter,voucher,violater,0,0,0.0,4
voacher,voucher,voucher,1,1,1.0,1
vocher,voucher,other,0,1,0.3333333333333333,1
vochur,voucher,occur,0,1,0.5,2
vochure,voucher,brochure,0,1,0.5,3
vocur,voucher,your,0,0,0.0,3
vogure,voucher,figure,0,0,0.0,4
volcher,voucher,volcker,0,1,0.5,1
volchor,voucher,volcker,0,1,0.5,2
volchure,voucher,volcker,0,0,0.0,3
volfure,voucher,volume,0,0,0.0,4
volture,voucher,venture,0,0,0.0,4
voluture,voucher,vulture,0,0,0.0,4
vorue,voucher,more,0,0,0.0,4
vosher,voucher,other,0,1,0.25,2
votcher,voucher,other,0,1,0.3333333333333333,1
votfure,voucher,venture,0,0,0.0,4
votour,voucher,honour,0,0,0.0,4
votur,voucher,your,0,0,0.0,4
voture,voucher,future,0,0,0.0,4
voucer,voucher,voucher,1,1,1.0,1
vouch-her,voucher,voucher,1,1,1.0,2
vouchar,voucher,voucher,1,1,1.0,1
vouchered,voucher,voucher,1,1,1.0,2
vouchers,voucher,vouchers,0,0,0.0,1
vouchor,voucher,voucher,1,1,1.0,1
vouchure,voucher,voucher,1,1,1.0,2
voucur,voucher,voucher,1,1,1.0,2
voueture,voucher,venture,0,0,0.0,4
vouger,voucher,longer,0,1,0.5,2
voughte,voucher,ought,0,0,0.0,3
voughture,voucher,vesture,0,0,0.0,4
vougure,voucher,voucher,1,1,1.0,3
voultures,voucher,cultures,0,0,0.0,5
vouncher,voucher,voucher,1,1,1.0,1
vouscher,voucher,voucher,1,1,1.0,1
voutcher,voucher,voucher,1,1,1.0,1
voutchers,voucher,vouchers,0,1,0.5,2
vouter,voucher,outer,0,0,0.0,2
voutere,voucher,outer,0,1,0.25,3
vouthur,voucher,voucher,1,1,1.0,2
voutiers,voucher,voters,0,0,0.0,3
voutuer,voucher,outer,0,1,0.5,2
vouture,voucher,future,0,0,0.0,3
vowchure,voucher,voucher,1,1,1.0,3
vowture,voucher,venture,0,0,0.0,4
vuleure,voucher,vulture,0,0,0.0,5
vultier,voucher,vulture,0,0,0.0,4
vulture,voucher,vulture,0,0,0.0,5
vultures,voucher,vultures,0,0,0.0,6
voage,voyage,voyage,1,1,1.0,1
